Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"org.apache.commons.io.filefilter.FileFilterTestCase",2,2,2,1,26,3,22,1,1,45,0,,0,2,,,,49,1,49,61,0,1,0,48,,1460,237,1140,272,902,104,,,,709,848,213,635,,,,,,8,8,8,1,,1,2,,96,0.09,119,119,120,49
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.assertFiltering",,,,,,,,,,,,,,,,,,,,,,,,,,34,18,1,15,1,12,2,9,3,0,4,7,1,6,3,3,4,1,1,,,,,0,,1,0,,0.13,3,3,4,1
Private Method,"org.apache.commons.io.filefilter.FileFilterTestCase.getTestDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,22,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testAgeFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,78,6,70,15,60,2,19,32,2,42,51,15,36,8,8,8,1,2,,,,,0,,2,0,,0.03,8,8,8,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testAnd",,,,,,,,,,,,,,,,,,,,,,,,,,2,29,5,24,5,20,1,12,4,1,16,19,5,14,3,3,3,1,2,,,,,0,,1,0,,0.04,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testCanRead",,,,,,,,,,,,,,,,,,,,,,,,,,3,16,0,16,2,12,0,11,2,0,8,11,2,9,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testCanWrite",,,,,,,,,,,,,,,,,,,,,,,,,,2,17,0,17,2,13,0,11,2,0,9,12,2,10,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testDelegateFileFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,25,5,20,4,16,2,8,4,1,12,15,4,11,3,3,3,1,2,,,,,0,,1,0,,0.10,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testDelegation",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,1,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testDeprecatedWildcard",,,,,,,,,,,,,,,,,,,,,,,,,,0,60,10,45,7,40,5,12,8,1,34,38,7,31,4,4,4,1,3,,,,,0,,1,0,,0.11,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,2,16,5,10,2,8,1,4,1,0,8,9,2,7,1,1,1,1,0,,,,,0,,0,0,,0.10,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,2,39,4,31,4,25,4,11,4,1,17,22,4,18,3,3,3,1,0,,,,,0,,1,0,,0.13,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testEnsureTestCoverage",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFalse",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,5,0,4,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFileFilterUtils_and",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,6,0,3,1,0,6,7,3,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFileFilterUtils_or",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,4,7,0,3,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFiles",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,4,9,2,7,1,2,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterArray",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,3,8,5,6,0,5,1,0,6,7,5,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterArrayNullParameters",,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,17,5,13,2,6,4,1,9,12,5,7,3,3,3,1,2,,,,,0,,1,0,,0.12,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterArray_fromList",,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,9,6,7,0,6,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterList",,,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,9,6,7,0,8,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterListNullParameters",,,,,,,,,,,,,,,,,,,,,,,,,,0,19,2,15,3,11,2,7,4,1,7,10,3,7,3,3,3,1,2,,,,,0,,1,0,,0.13,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterList_fromArray",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,3,8,5,6,0,7,1,0,6,7,5,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterSet",,,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,9,6,7,0,9,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterSetNullParameters",,,,,,,,,,,,,,,,,,,,,,,,,,0,19,2,15,3,11,2,8,4,1,7,10,3,7,3,3,3,1,2,,,,,0,,1,0,,0.13,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testFilterSet_fromArray",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,3,8,5,6,0,7,1,0,6,7,5,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testHidden",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,9,2,6,0,5,2,0,5,7,2,5,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMagicNumberFileFilterBytes",,,,,,,,,,,,,,,,,,,,,,,,,,1,35,8,27,11,24,0,12,1,0,23,24,9,15,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMagicNumberFileFilterBytesOffset",,,,,,,,,,,,,,,,,,,,,,,,,,0,37,7,30,9,25,0,15,2,0,20,23,8,15,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMagicNumberFileFilterString",,,,,,,,,,,,,,,,,,,,,,,,,,1,31,7,24,11,21,0,11,1,0,20,21,9,12,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMagicNumberFileFilterStringOffset",,,,,,,,,,,,,,,,,,,,,,,,,,1,37,7,30,9,25,0,15,2,0,20,23,8,15,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMagicNumberFileFilterValidation",,,,,,,,,,,,,,,,,,,,,,,,,,0,38,0,32,1,24,6,3,64,2,12,19,1,18,7,7,7,1,6,,,,,0,,1,0,,0.19,7,7,7,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMakeCVSAware",,,,,,,,,,,,,,,,,,,,,,,,,,0,47,4,43,5,35,0,13,8,1,22,29,4,25,4,4,4,1,0,,,,,0,,1,0,,0.00,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMakeDirectoryOnly",,,,,,,,,,,,,,,,,,,,,,,,,,1,41,8,33,5,27,0,15,4,1,18,23,4,19,3,3,3,1,0,,,,,0,,1,0,,0.00,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMakeFileOnly",,,,,,,,,,,,,,,,,,,,,,,,,,1,41,8,33,5,27,0,15,4,1,18,23,4,19,3,3,3,1,0,,,,,0,,1,0,,0.00,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testMakeSVNAware",,,,,,,,,,,,,,,,,,,,,,,,,,1,47,4,43,5,35,0,13,8,1,22,29,4,25,4,4,4,1,0,,,,,0,,1,0,,0.00,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNameFilter",,,,,,,,,,,,,,,,,,,,,,,,,,4,54,7,45,3,43,4,8,1,0,43,44,3,41,1,1,1,1,0,,,,,0,,0,0,,0.09,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNameFilterNullArgument",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,13,2,9,0,3,4,1,5,8,2,6,3,3,3,1,2,,,,,0,,1,0,,0.00,3,3,3,1
